,titolo,titolo_processed,zona,zona_processed,città,distanza_centro,prezzo,numero_notti,numero_persone,inizio_permanenza,fine_permanenza,recensione_voto_numerico,recensione_voto_parola,numero_recensioni,date,permanenza,indirizzo,valutazione,inizio_permanenza_datetime,fine_permanenza_datetime
360,MEININGER Roma Termini,meininger termini,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,159,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,142.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
361,Laurentia Roma Hotel,hotel laurentia,Stazione centrale Roma Termini,stazione termini, Roma ,0.3,152,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,2868.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,3 km dal centro",3.0,2025-01-08,2025-02-08
362,Hotel Nardizzi Americana,americana hotel nardizzi,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,240,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,1568.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
363,Hotel Sisto V,hotel sisto v,Trionfale,trionfale, Roma ,2.8,114,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,1542.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 2,8 km dal centro",3.0,2025-01-08,2025-02-08
364,Hotel Kent,hotel kent,Nomentano,nomentano, Roma ,0.3,120,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,1333.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 0,3 km dal centro",3.0,2025-01-08,2025-02-08
365,Hotel Julia,hotel julia,Fontana di Trevi,trevi, Roma ,0.0,128,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,1944.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
366,DoubleTree by Hilton Rome Monti,by doubletree hilton monti,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,373,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,1740.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
367,Hotel Labelle,hotel labelle,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,164,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1254.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
368,Maison Tritone,maison tritone,Fontana di Trevi,trevi, Roma ,0.0,321,1.0,2.0,01-08-25,02-08-25,"9,5",Eccezionale,1156.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
369,DA ME Suites,da me suites,Piazza di Spagna,spagna, Roma ,0.0,175,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,1272.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
370,Lh Royal Suites Terrace,lh royal suites terrace,Pantheon,pantheon, Roma ,0.0,311,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,767.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
371,Hotel Condotti,condotti hotel,Piazza di Spagna,spagna, Roma ,0.0,262,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1324.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
372,Mario de' Fiori 37 Luxury Suites,37 de fiori luxury mario suites,Piazza di Spagna,spagna, Roma ,0.0,316,1.0,2.0,01-08-25,02-08-25,"9,6",Eccezionale,753.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
373,Hotel La Scaletta,hotel la scaletta,Ostia,ostia, Roma ,23.6,144,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,28.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 23,6 km dal centro",3.0,2025-01-08,2025-02-08
374,Residenza dei Principi Bed and Breakfast,and bed breakfast dei principi residenza,Monti,monti, Roma ,0.0,113,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,27.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
375,Hotel Croce Di Malta,croce di hotel malta,Piazza di Spagna,spagna, Roma ,0.0,165,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,2267.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
376,The Major Hotel,hotel major the,Monti,monti, Roma ,0.0,243,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1381.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
377,Hotel Mariano,hotel mariano,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,130,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,36.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
378,Hotel Villa Pamphili Roma,hotel pamphili villa,Aurelio e Monteverde,aurelio monteverde, Roma ,2.8,243,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,4994.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 2,8 km dal centro",4.0,2025-01-08,2025-02-08
379,Nazionale Palace Suites,nazionale palace suites,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,154,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,365.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
380,Hotel Ostia Antica Park,antica hotel ostia park,Ostia,ostia, Roma ,18.3,233,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,170.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 18,3 km dal centro",3.0,2025-01-08,2025-02-08
381,The Sanctuary Urban Retreat,retreat sanctuary the urban,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.3,184,1.0,2.0,01-08-25,02-08-25,"9,4",Eccezionale,6.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - A 0,3 km dal centro",3.0,2025-01-08,2025-02-08
382,Tritone Top House,house top tritone,Piazza di Spagna,spagna, Roma ,0.0,140,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1829.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
383,Hostel Beautiful,beautiful hostel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,103,1.0,2.0,01-08-25,02-08-25,"6,8",Buono,96.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
384,St. Peter' Six Guest House,guest house peter six st,Città del Vaticano,vaticano, Roma ,0.0,241,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,53.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
385,Leonardo Boutique Hotel Rome Monti,boutique hotel leonardo monti,Monti,monti, Roma ,0.0,188,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,10.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
386,Occidental Aurelia,aurelia occidental,Aurelio e Monteverde,aurelio monteverde, Roma ,2.7,148,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1906.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 2,7 km dal centro",4.0,2025-01-08,2025-02-08
387,Triviho Luxury Hotel Rome,hotel luxury triviho,Fontana di Trevi,trevi, Roma ,0.0,230,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,798.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
388,Colazione Al Vaticano Guest House,al colazione guest house vaticano,Città del Vaticano,vaticano, Roma ,0.7,75,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1474.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,7 km dal centro",3.0,2025-01-08,2025-02-08
389,Des Artistes Hotel,artistes des hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,170,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,2520.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
390,Exe Domus Aurea Hotel,aurea domus exe hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,146,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,2129.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
391,ASTORIA GOLDEN GATE,astoria gate golden,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,110,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,1512.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
392,Hotel Albergo Santa Chiara,albergo chiara hotel santa,Pantheon,pantheon, Roma ,0.0,213,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,57.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
393,Hotel La Residenza,hotel la residenza,Via Veneto,via veneto, Roma ,0.0,240,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,1330.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
394,Hotel Garda,garda hotel,Via Veneto,via veneto, Roma ,0.0,178,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,1891.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
395,Il Faro Gianicolense,faro gianicolense il,Trastevere,trastevere, Roma ,0.8,132,1.0,2.0,01-08-25,02-08-25,"9,6",Eccezionale,2.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 0,8 km dal centro",3.0,2025-01-08,2025-02-08
396,9Hotel Cesari,9hotel cesari,Pantheon,pantheon, Roma ,0.0,248,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,1756.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
397,Starhotels Michelangelo Rome,michelangelo starhotels,Città del Vaticano,vaticano, Roma ,1.5,211,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,2299.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 1,5 km dal centro",4.0,2025-01-08,2025-02-08
398,Apollo Boutique Hotel,apollo boutique hotel,Città del Vaticano,vaticano, Roma ,0.1,145,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,39.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,1 km dal centro",4.0,2025-01-08,2025-02-08
399,Relais Orso,orso relais,Piazza Navona,navona, Roma ,0.0,152,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,1786.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
400,Le Boutique Luxury Rooms diffused in Historic Center,boutique center diffused historic in le luxury rooms,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,23.4,180,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,21.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 23,4 km dal centro",4.0,2025-01-08,2025-02-08
401,Hotel Columbia,columbia hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,179,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,601.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
402,Roma 2B (Roma2b Bed&Breakfast),2b bed breakfast roma2b,Via Veneto,via veneto, Roma ,0.0,135,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,888.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
403,Sweet Life Guesthouse,guesthouse life sweet,Stazione centrale Roma Termini,stazione termini, Roma ,0.3,136,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,16.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,3 km dal centro",3.0,2025-01-08,2025-02-08
404,Best Western Hotel Rome Airport,airport best hotel western,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,22.6,162,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,3856.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 22,6 km dal centro",4.0,2025-01-08,2025-02-08
405,InternoRoma,interno,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,123,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,430.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
406,The Independent Suites,independent suites the,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,138,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,435.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
407,Hotel Grifo,grifo hotel,Monti,monti, Roma ,0.0,190,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,2259.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
408,"Cardo Roma, Autograph Collection",autograph cardo collection,Eur e Garbatella,eur garbatella, Roma ,4.6,210,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,376.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 4,6 km dal centro",4.0,2025-01-08,2025-02-08
409,W Rome,w,Via Veneto,via veneto, Roma ,0.0,500,1.0,2.0,01-08-25,02-08-25,"9,8",Eccezionale,7.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
410,Salotto Piramide guesthouse,guesthouse piramide salotto,Eur e Garbatella,eur garbatella, Roma ,1.2,105,1.0,2.0,01-08-25,02-08-25,"7,2",Ottimo,501.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 1,2 km dal centro",5.0,2025-01-08,2025-02-08
411,Albergo delle Regioni,albergo delle regioni,Piazza di Spagna,spagna, Roma ,0.0,302,1.0,2.0,01-08-25,02-08-25,"9,5",Eccezionale,1205.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
412,Atlante Garden Hotel,atlante garden hotel,Città del Vaticano,vaticano, Roma ,0.0,396,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,53.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
413,Hotel Diocleziano,diocleziano hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,161,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,3805.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
414,Tmark Hotel Vaticano,hotel tmark vaticano,Città del Vaticano,vaticano, Roma ,0.0,173,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,96.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
415,Viminale Hotel,hotel viminale,Monti,monti, Roma ,0.0,367,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,1527.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
416,Residenza Paolo VI,paolo residenza vi,Città del Vaticano,vaticano, Roma ,0.2,427,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,198.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,2 km dal centro",4.0,2025-01-08,2025-02-08
417,Bhr Brancaccio 83,83 bhr brancaccio,Monti,monti, Roma ,0.0,150,1.0,2.0,01-08-25,02-08-25,"9,6",Eccezionale,1.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
418,Hotel Termini,hotel termini,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,130,1.0,2.0,01-08-25,02-08-25,"6,8",Buono,30.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
419,Ludus Rooms,ludus rooms,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,412,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,515.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
420,Marta Inn,inn marta,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,113,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,651.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
421,Hotel Barocco,barocco hotel,Via Veneto,via veneto, Roma ,0.0,349,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,1584.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
422,Aelius                                                                                          ,aelius,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,130,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,671.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
423,Excellence Suite,excellence suite,Via Veneto,via veneto, Roma ,0.0,148,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1646.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
424,Hotel Locanda Cairoli,cairoli hotel locanda,Pantheon,pantheon, Roma ,0.0,280,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,652.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
425,Babuino 181 - Small Luxury Hotels of the World,181 babuino hotels luxury of small the world,Piazza di Spagna,spagna, Roma ,0.0,242,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,959.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
426,Anas Prime Place,anas place prime,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,162,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,1191.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
427,Trevi 41 Hotel,41 hotel trevi,Fontana di Trevi,trevi, Roma ,0.0,177,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,96.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
428,Piazza Di Spagna Prestige,di piazza prestige spagna,Piazza di Spagna,spagna, Roma ,0.0,194,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,524.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
429,room Select Via Veneto,room select veneto via,Via Veneto,via veneto, Roma ,0.0,158,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,2634.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
430,Ibis Styles Roma Aurelia,aurelia ibis styles,Aurelio e Monteverde,aurelio monteverde, Roma ,3.1,130,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,1529.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 3,1 km dal centro",4.0,2025-01-08,2025-02-08
431,Hotel California,california hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,149,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,439.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
432,Locanda Del Sole-Roma Piazza Di Spagna Ripetta,del di locanda piazza ripetta sole spagna,Piazza di Spagna,spagna, Roma ,0.0,222,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,199.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
433,InnVatican,innvatican,Città del Vaticano,vaticano, Roma ,0.4,121,1.0,2.0,01-08-25,02-08-25,"9,2",Eccezionale,23.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,4 km dal centro",3.0,2025-01-08,2025-02-08
434,UNA HOTELS Empire Roma,empire hotels una,Via Veneto,via veneto, Roma ,0.0,165,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,2505.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
435,Borgo Pio Suites Inn,borgo inn pio suites,Città del Vaticano,vaticano, Roma ,0.0,292,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,628.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
436,Seiler Hotel,hotel seiler,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,168,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,2409.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
437,Hotel Villa San Pio,hotel pio san villa,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.6,252,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,6936.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - A 0,6 km dal centro",3.0,2025-01-08,2025-02-08
438,Gasometer Urban Suites,gasometer suites urban,Eur e Garbatella,eur garbatella, Roma ,1.5,209,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,1363.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 1,5 km dal centro",4.0,2025-01-08,2025-02-08
439,Grand Hotel Palace Rome,grand hotel palace,Via Veneto,via veneto, Roma ,0.0,332,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,50.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
440,Hotel Valadier,hotel valadier,Piazza di Spagna,spagna, Roma ,0.0,206,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,3009.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
441,Rhea Silvia Luxury Navona,luxury navona rhea silvia,Pantheon,pantheon, Roma ,0.0,513,1.0,2.0,01-08-25,02-08-25,"9,3",Eccezionale,1308.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
442,B&B Hotel Roma Trastevere,b b hotel trastevere,Trastevere,trastevere, Roma ,1.2,125,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,971.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 1,2 km dal centro",3.0,2025-01-08,2025-02-08
443,Rome Times Hotel,hotel times,Monti,monti, Roma ,0.0,232,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,796.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
444,Hotel Stendhal,hotel stendhal,Piazza di Spagna,spagna, Roma ,0.0,312,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,723.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
445,Lungotevere Suite Residence,lungotevere residence suite,Trastevere,trastevere, Roma ,1.3,118,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,1722.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 1,3 km dal centro",4.0,2025-01-08,2025-02-08
446,"Radisson Blu GHR Hotel, Rome",blu ghr hotel radisson,Flaminio e Parioli,flaminio parioli, Roma ,1.4,284,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,2464.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Flaminio e Parioli, Roma - A 1,4 km dal centro",4.0,2025-01-08,2025-02-08
447,Charme & Chic Luxury,charme chic luxury,Pantheon,pantheon, Roma ,0.0,221,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,871.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
448,Capo d´Africa – Colosseo,capo colosseo d´africa –,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,208,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,42.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
